ID	CODE	NAME_EN	LEVEL	PARENT_ID	PARENT_CODE	InclusionNote	ExclusionNote	caseLaw	NAME_BG	NAME_CS	NAME_DA	NAME_DE	NAME_EL	NAME_ES	NAME_ET	NAME_FI	NAME_GA	NAME_FR	NAME_HR	NAME_HU	NAME_IT	NAME_LT	NAME_LV	NAME_MT	NAME_NL	NAME_PL	NAME_PT	NAME_RO	NAME_SK	NAME_SL	NAME_SV
"0114"	"01.1.4"	"Milk, cheese and eggs"	"3"	"011"	"01.1"	"Includes:\r\n- pasteurized or sterilized milk\r\n- condensed, evaporated or powdered milk\r\n- yoghurt, cream, milk-based desserts, milk-based beverages and other similar milk-based products\r\n- cheese and curd\r\n- eggs and egg products made wholly from eggs\r\n\r\nAlso includes: \r\n- milk, cream and yoghurt containing sugar, cocoa, fruit or flavourings\r\n- dairy products not based on milk such as soya milk"	"Excludes: \r\n- butter and butter products (01.1.5)"		"Мляко, млечни продукти, яйца"	"Mléko, sýry a vejce"	"Mælk, ost og æg"	"Molkereiprodukte und Eier"	"Γάλα, τυριά και αβγά"	"Leche, queso y huevos"	"Piim, juust ja munad"	"Maitotuotteet, juusto ja kananmunat"	"Bainne, cáis agus uibheacha"	"Lait, fromage et œufs"	"Mlijeko, sir i jaja"	"Tej, sajt és tojás"	"Latte, formaggi e uova"	"Pienas, sūris ir kiaušiniai"	"Piens, siers un olas"	"Ħalib, ġobon u bajd"	"Melk, kaas en eieren"	"Mleko, sery i jaja"	"Leite, queijo e ovos"	"Lapte, brânză și ouă"	"Mlieko, syry a vajcia"	"Mleko, sir in jajca"	"Mjölk, ost och ägg"
"01141"	"01.1.4.1"	"Fresh whole milk"	"4"	"0114"	"01.1.4"	"Includes:\r\n- fresh, whole milk\r\n- pasteurized or sterilized milk\r\n\r\nAlso includes: \r\n- "ultra-pasteurized" or "UHT" milk"			"Пълномаслено прясно мляко"	"Mléko plnotučné, čerstvé"	"Frisk sødmælk"	"Frische Vollmilch"	"Γάλα, νωπό πλήρες"	"Leche fresca entera"	"Värske täispiim"	"Tuore täysmaito"	"Bainne úr gan bhearradh"	"Lait frais entier"	"Mlijeko, punomasno, svježe"	"Friss zsíros tej"	"Latte fresco intero"	"Pienas, šviežias, nenugriebtas"	"Svaigs pilnpiens"	"Ħalib frisk sħiħ"	"Verse volle melk"	"Mleko świeże pełne"	"Leite gordo fresco"	"Lapte integral proaspăt"	"Čerstvé plnotučné mlieko"	"Sveže polnomastno mleko"	"Färsk helmjölk"
"01142"	"01.1.4.2"	"Fresh low fat milk"	"4"	"0114"	"01.1.4"	"Includes:\r\n- fresh, low fat milk\r\n- pasteurized or sterilized milk\r\n\r\nAlso includes: \r\n- "ultra-pasteurized" or "UHT" milk, semi-skimmed milk and skimmed milk"			"Нискомаслено прясно мляко"	"Mléko nízkotučné, čerstvé"	"Frisk mælk med lavt fedtindhold"	"Frische Magermilch"	"Γάλα, νωπό χαμηλής περιεκτικότητας σε λιπαρές ουσίες"	"Leche fresca desnatada"	"Värske väherasvane piim"	"Tuore vähärasvainen maito"	"Bainne úr beagmhéathrais"	"Lait frais à faible teneur en matière grasse"	"Mlijeko, s niskim udjelom masti, svježe"	"Friss alacsony zsírtartalmú tej"	"Latte fresco a basso contenuto di grassi"	"Pienas, šviežias, nugriebtas"	"Svaigs piens ar samazinātu tauku saturu"	"Ħalib frisk bi ftit xaħam"	"Verse halfvolle en magere melk"	"Mleko świeże niskotłuszczowe"	"Leite magro fresco"	"Lapte degresat proaspăt"	"Čerstvé nízkotučné mlieko"	"Sveže posneto mleko"	"Färsk mjölk med låg fetthalt"
"01143"	"01.1.4.3"	"Preserved milk"	"4"	"0114"	"01.1.4"	"Includes:\r\n- condensed, evaporated or powdered milk"			"Кондензирано мляко и мляко на прах"	"Sušené mléko"	"Mælkekonserves"	"Haltbar gemachte Milch"	"Γάλα, διατηρημένο"	"Leche en conserva"	"Piimakonservid"	"Säilötty maito"	"Bainne leasaithe"	"Lait de conserve"	"Mlijeko, konzervirano"	"Tartós tej"	"Latte conservato"	"Pienas, konservuotas"	"Konservēts piens"	"Ħalib tal-bott"	"Houdbare melk"	"Mleko zagęszczone i w proszku"	"Leite conservado"	"Lapte conservat"	"Konzervované mlieko"	"Konzervirano mleko"	"Hållbarhetsbehandlad mjölk"
"01144"	"01.1.4.4"	"Yoghurt"	"4"	"0114"	"01.1.4"	"Includes:\r\n- yoghurt containing or not sugar, cocoa, fruit or flavourings"			"Кисело мляко"	"Jogurty"	"Yoghurt"	"Joghurt"	"Γιαούρτι"	"Yogur"	"Jogurt"	"Jogurtti"	"Iógart"	"Yaourt"	"Jogurt"	"Joghurt"	"Yogurt"	"Jogurtas"	"Jogurts"	"Jogurt"	"Yoghurt"	"Jogurt"	"Iogurte"	"Iaurt"	"Jogurt"	"Jogurt"	"Yoghurt"
"01145"	"01.1.4.5"	"Cheese and curd"	"4"	"0114"	"01.1.4"	"Includes:\r\n- hard, semi-hard, blue cheese, cottage cheese, mozzarella, "fromage blanc""			"Сирене, кашкавал и извара"	"Sýry a tvarohy"	"Ost og ostemasse"	"Käse und Quark/Topfen"	"Τυριά και πηγμένο γάλα για τυρί"	"Queso y cuajada"	"Juust ja kohupiim"	"Juusto ja juustoaine"	"Cáis agus gruth"	"Fromage et lait caillé"	"Sir i skuta"	"Sajt és túró"	"Formaggi e latticini"	"Sūris ir varškė"	"Siers un biezpiens"	"Ġobon u baqta"	"Kaas en kwark"	"Sery i twarogi"	"Queijos e requeijão"	"Brânză și caș"	"Syr a tvaroh"	"Sir in skuta"	"Ost och ostmassa"
"01146"	"01.1.4.6"	"Other milk products"	"4"	"0114"	"01.1.4"	"Includes:\r\n- cream, milk-based desserts, milk-based beverages and other similar milk-based products\r\n- dairy products not based on milk such as soya milk"	"Excludes: \r\n- butter and butter products (01.1.5.1)\r\n- soya based desserts (01.1.9.4)"		"Други млечни продукти"	"Ostatní mléčné výrobky"	"Andre mejeriprodukter"	"Andere Milcherzeugnisse"	"Άλλα γαλακτοκομικά προϊόντα"	"Otros productos lácteos"	"Muud piimatooted"	"Muut maitotuotteet"	"Táirgí bainne eile"	"Autres produits laitiers"	"Ostali mliječni proizvodi"	"Egyéb tejtermékek"	"Altri prodotti a base di latte"	"Kiti pieno produktai"	"Citi piena produkti"	"Prodotti oħra tal-ħalib"	"Overige zuivelproducten"	"Pozostałe produkty mleczne"	"Outros produtos lácteos"	"Alte produse lactate"	"Ostatné mliečne výrobky"	"Drugi mlečni izdelki"	"Andra mjölkprodukter"
"01147"	"01.1.4.7"	"Eggs"	"4"	"0114"	"01.1.4"	"Includes:\r\n- eggs and egg products made wholly from eggs"			"Яйца и яйчни продукти"	"Vejce"	"Æg"	"Eier"	"Αβγά"	"Huevos"	"Munad"	"Munat"	"Uibheacha"	"Œufs"	"Jaja"	"Tojás"	"Uova"	"Kiaušiniai"	"Olas"	"Bajd"	"Eieren"	"Jaja"	"Ovos"	"Ouă"	"Vajcia"	"Jajca"	"Ägg"
"0115"	"01.1.5"	"Oils and fats"	"3"	"011"	"01.1"	"Includes:\r\n- butter and butter products (butter oil, ghee, etc.)\r\n- margarine (including diet margarine) and other vegetable fats (including peanut butter)\r\n- edible oils (olive oil, corn oil, sunflower-seed oil, cottonseed oil, soybean oil, groundnut oil, walnut oil, etc.)\r\n- edible animal fats (lard, etc.)"	"Excludes: \r\n- cod or halibut liver oil (06.1.1)"		"Животински и растителни масла и мазнини"	"Oleje a tuky"	"Olie og fedt"	"Speiseöle und -fette"	"Έλαια και λίπη"	"Aceites y grasas"	"Õlid ja rasvad"	"Öljyt ja rasvat"	"Olaí agus saillte"	"Huiles et graisses"	"Ulja i masti"	"Olajok és zsiradékok"	"Oli e grassi"	"Aliejus ir riebalai"	"Eļļas un tauki"	"Żjut u xaħmijiet"	"Oliën en vetten"	"Oleje i tłuszcze"	"Matérias gordas"	"Uleiuri și grăsimi"	"Oleje a tuky"	"Olje in maščobe"	"Oljor och fetter"
"01151"	"01.1.5.1"	"Butter"	"4"	"0115"	"01.1.5"	"Includes:\r\n- butter and butter products (butter oil, ghee, etc.)"			"Млечни масла"	"Máslo"	"Smør"	"Butter"	"Βούτυρο"	"Mantequilla"	"Või"	"Voi"	"Im"	"Beurre"	"Maslac"	"Vaj"	"Burro"	"Sviestas"	"Sviests"	"Butir"	"Boter"	"Masło"	"Manteiga"	"Unt"	"Maslo"	"Maslo"	"Smör"
"01152"	"01.1.5.2"	"Margarine and other vegetable fats"	"4"	"0115"	"01.1.5"	"Includes:\r\n- margarine (including diet margarine) and other vegetable fats (including peanut butter)"			"Маргарин и други растителни мазнини"	"Margarín a ostatní rostlinné tuky"	"Margarine og andre vegetabilske fedtstoffer"	"Margarine und andere Speisefette pflanzlichen Ursprungs"	"Μαργαρίνη και άλλα φυτικά λίπη"	"Margarina y otras grasas vegetales"	"Margariin ja muud taimsed rasvad"	"Margariini ja muut kasvisrasvat"	"Margairín agus saillte plandúla eile"	"Margarine et autres graisses végétales"	"Margarin i ostale biljne masti"	"Margarin és egyéb növényi zsiradékok"	"Margarina e altri grassi vegetali"	"Margarinas ir kiti augaliniai riebalai"	"Margarīns un citi augu tauki"	"Marġerina u xaħmijiet veġetali oħrajn"	"Margarine en andere plantaardige vetten"	"Margaryna i inne tłuszcze roślinne"	"Margarina e outras gorduras vegetais"	"Margarină și alte grăsimi vegetale"	"Margarín a ostatné rastlinné tuky"	"Margarina in druge rastlinske maščobe"	"Margarin och annat vegetabiliskt fett"
"01153"	"01.1.5.3"	"Olive oil"	"4"	"0115"	"01.1.5"	"Includes:\r\n- olive oil"			"Маслиново масло (зехтин)"	"Olivový olej"	"Olivenolie"	"Olivenöl"	"Ελαιόλαδο"	"Aceite de oliva"	"Oliiviõli"	"Oliiviöljy"	"Ola olóige"	"Huile d'olive"	"Maslinovo ulje"	"Olívaolaj"	"Olio di oliva"	"Alyvuogių aliejus"	"Olīveļļa"	"Żejt taż-żebbuġa"	"Olijfolie"	"Oliwa z oliwek"	"Azeite"	"Ulei de măsline"	"Olivový olej"	"Oljčno olje"	"Olivolja"
"01154"	"01.1.5.4"	"Other edible oils"	"4"	"0115"	"01.1.5"	"Includes:\r\n- other edible oils (corn oil, sunflower-seed oil, cottonseed oil, soybean oil, groundnut oil, walnut oil, etc.)"	"Excludes: \r\n- cod or halibut liver oil (06.1.1.0)"		"Други годни за консумация течни растителни масла"	"Ostatní jedlé oleje"	"Andre spiselige olier"	"Andere Speiseöle"	"Άλλα βρώσιμα έλαια"	"Otros aceites comestibles"	"Muud toiduõlid"	"Muut ruokaöljyt"	"Olaí inite eile"	"Autres huiles alimentaires"	"Ostala jestiva ulja"	"Egyéb étolajok"	"Altri oli alimentari"	"Kiti valgomieji aliejai"	"Citas pārtikā lietojamas eļļas"	"Żjut tal-ikel oħrajn"	"Overige eetbare olie"	"Pozostałe oleje jadalne"	"Outros óleos alimentares"	"Alte uleiuri comestibile"	"Ostatné jedlé oleje"	"Drugo jedilno olje"	"Andra ätliga oljor"
"01155"	"01.1.5.5"	"Other edible animal fats"	"4"	"0115"	"01.1.5"	"Includes:\r\n- edible animal fats (lard, etc.)"			"Други животински мазнини"	"Ostatní jedlé živočišné tuky"	"Andre spiselige animalske fedtstoffer"	"Andere Speisefette tierischen Ursprungs"	"Άλλα βρώσιμα ζωικά λίπη"	"Otras grasas animales comestibles"	"Muud loomsed toidurasvad"	"Muut syötävät eläinrasvat"	"Saillte ainmhíocha inite eile"	"Autres graisses animales alimentaires"	"Ostale jestive životinjske masti"	"Egyéb étkezési állati zsiradékok"	"Altri grassi animali alimentari"	"Kiti valgomieji gyvuliniai riebalai"	"Citi pārtikā lietojami dzīvnieku tauki"	"Xaħmijiet oħrajn tal-annimali li jittieklu"	"Overige eetbare dierlijke vetten"	"Pozostałe tłuszcze zwierzęce"	"Outras gorduras animais comestíveis"	"Alte grăsimi comestibile de origine animală"	"Ostatné jedlé živočíšne tuky"	"Druge jedilne živalske maščobe"	"Andra ätliga animaliska fetter"
"0116"	"01.1.6"	"Fruit"	"3"	"011"	"01.1"	"Includes:\r\n- fresh, chilled or frozen fruit\r\n- dried fruit, fruit peel, fruit kernels, nuts and edible seeds\r\n- preserved fruit and fruit-based products\r\n- melons and water melons"	"Excludes: \r\n- vegetables cultivated for their fruit such as aubergines, cucumbers and tomatoes (01.1.7)\r\n- jams, marmalades, compotes, jellies, fruit purées and pastes (01.1.8)\r\n- parts of plants preserved in sugar (01.1.8)\r\n- fruit juices and syrups (01.2.2)"		"Плодове"	"Ovoce"	"Frugt"	"Obst"	"Φρούτα"	"Frutos"	"Puuviljad"	"Hedelmät ja marjat"	"Torthaí"	"Fruits"	"Voće"	"Gyümölcs"	"Frutta"	"Vaisiai"	"Augļi"	"Frott"	"Fruit"	"Owoce"	"Fruta"	"Fructe"	"Ovocie"	"Sadje"	"Frukt"
"01161"	"01.1.6.1"	"Fresh or chilled fruit"	"4"	"0116"	"01.1.6"	"Includes:\r\n- melons and water melons, berries"			"Пресни или охладени плодове"	"Ovoce, čerstvé nebo chlazené"	"Frisk eller kølet frugt"	"Obst, frisch oder gekühlt"	"Νωπά ή διατηρημένα με απλή ψύξη φρούτα"	"Frutas frescas o refrigeradas"	"Värsked või jahutatud puuviljad"	"Tuoreet tai jäähdytetyt hedelmät ja marjat"	"Torthaí úra nó fuaraithe"	"Fruits frais ou congelés"	"Svježe ili rashlađeno voće"	"Friss vagy hűtött gyümölcs"	"Frutta fresca o refrigerata"	"Švieži arba atšaldyti vaisiai"	"Svaigi vai atdzesēti augļi"	"Frott frisk jew imkessaħ"	"Vers of gekoeld fruit"	"Owoce świeże lub chłodzone"	"Fruta fresca ou refrigerada"	"Fructe proaspete sau refrigerate"	"Čerstvé alebo chladené ovocie"	"Sveže ali ohlajeno sadje"	"Färsk eller kyld frukt"
"01162"	"01.1.6.2"	"Frozen fruit"	"4"	"0116"	"01.1.6"	"Includes:\r\n- frozen fruit\r\n- frozen berries"			"Замразени плодове"	"Ovoce, zmrazené"	"Frossen frugt"	"Obst, gefroren"	"Κατεψυγμένα φρούτα"	"Frutas congeladas"	"Külmutatud puuviljad"	"Pakastetut hedelmät ja marjat"	"Torthaí reoite"	"Fruits surgelés"	"Smrznuto voće"	"Fagyasztott gyümölcs"	"Frutta surgelata"	"Užšaldyti vaisiai"	"Saldēti augļi"	"Frott iffriżat"	"Diepvriesfruit"	"Owoce mrożone"	"Fruta congelada"	"Fructe congelate"	"Mrazené ovocie"	"Zamrznjeno sadje"	"Fryst frukt"
"01163"	"01.1.6.3"	"Dried fruit and nuts"	"4"	"0116"	"01.1.6"	"Includes:\r\n- dried fruit, fruit peel, fruit kernels\r\n- nuts and edible seeds\r\n- dry berries"			"Сушени плодове и черупкови плодове"	"Sušené ovoce a ořechy"	"Tørrede frugter og nødder"	"Trockenobst und Nüsse"	"Αποξηραμένα φρούτα και ξηροί καρποί"	"Frutos secos y frutos de cáscara"	"Kuivatatud puuviljad ja pähklid"	"Kuivatut hedelmät, marjat ja pähkinät"	"Torthaí triomaithe agus cnónna"	"Fruits séchés et fruits à coque"	"Suho voće i orašasti plodovi"	"Szárított gyümölcs és diófélék"	"Frutta secca e frutta con guscio"	"Džiovinti vaisiai ir riešutai"	"Žāvēti augļi un rieksti"	"Frott imqadded u ġewż imnixxef"	"Gedroogd fruit en noten"	"Owoce suszone i orzechy"	"Frutos secos e frutos de casca rija"	"Fructe uscate și fructe cu coajă lemnoasă"	"Sušené ovocie a orechy"	"Suho sadje in oreščki"	"Torkade frukter och nötter"
"01164"	"01.1.6.4"	"Preserved fruit and fruit-based products"	"4"	"0116"	"01.1.6"	"Includes:\r\n- preserved fruit and fruit-based products\r\n- dietary preparations and culinary ingredients based exclusively on fruit\r\n- canned or tinned fruit"			"Консервирани плодове и продукти на плодова основа"	"Konzervované ovoce a výrobky z ovoce"	"Konserverede frugter og frugtbaserede produkter"	"Haltbar gemachtes Obst und Erzeugnisse, die auf Obst basieren"	"Διατηρημένα φρούτα και προϊόντα με βάση τα φρούτα"	"Frutas en conserva y productos a base de frutas"	"Konserveeritud puuviljad ja puuviljapõhised tooted"	"Säilötyt hedelmät ja marjat ja hedelmä- ja marjapohjaiset tuotteet"	"Torthaí leasaithe agus táirgí arna mbunú ar thorthaí"	"Fruits en conserve et produits à base de fruits"	"Konzervirano voće i voćni proizvodi"	"Tartósított gyümölcs és gyümölcsalapú termékek"	"Conserve di frutta e prodotti a base di frutta"	"Konservuoti vaisiai ir produktai iš vaisių"	"Konservēti augļi un augļu produkti"	"Frott tal-bott u prodotti bbażati fuq il-frott"	"Conserven van fruit en producten op basis van fruit"	"Przetwory owocowe"	"Frutas em conserva e produtos à base de frutas em conserva"	"Fructe conservate și produse pe bază de fructe"	"Konzervované ovocie a výrobky z ovocia"	"Konzervirano sadje in sadni izdelki"	"Konserverad frukt och fruktbaserade produkter"
"0117"	"01.1.7"	"Vegetables"	"3"	"011"	"01.1"	"Includes:\r\n- fresh, chilled, frozen or dried vegetables cultivated for their leaves or stalks (asparagus, broccoli, cauliflower, endives, fennel, spinach, etc.), for their fruit (aubergines, cucumbers, courgettes, green peppers, pumpkins, tomatoes, etc.), and for their roots (beetroots, carrots, onions, parsnips, radishes, turnips, etc.)\r\n- fresh or chilled potatoes and other tuber vegetables (manioc, arrowroot, cassava, sweet potatoes, etc.)\r\n- preserved or processed vegetables and vegetable-based products\r\n- products of tuber vegetables (flours, meals, flakes, purées, chips and crisps) including frozen preparations such as chipped potatoes\r\n- olives\r\n- garlic\r\n- pulses\r\n- sweetcorn\r\n- sea fennel and other edible seaweed\r\n- mushrooms and other edible fungi"	"Excludes: \r\n- potato starch, tapioca, sago and other starches (01.1.1)\r\n- soups, broths and stocks containing vegetables (01.1.9)\r\n- culinary herbs (parsley, rosemary, thyme, etc.) and spices (pepper, pimento, ginger, etc.) (01.1.9)\r\n- vegetable juices (01.2.2)"		"Зеленчуци"	"Zelenina"	"Grøntsager"	"Gemüse (einschl. Kartoffeln und andere Knollengewächse)"	"Λαχανικά"	"Legumbres y hortalizas"	"Köögiviljad"	"Vihannekset"	"Glasraí"	"Légumes"	"Povrće"	"Zöldségfélék"	"Verdure"	"Daržovės"	"Dārzeņi"	"Ħaxix"	"Groenten"	"Warzywa"	"Produtos hortícolas"	"Legume"	"Zelenina"	"Zelenjava"	"Grönsaker"
"01171"	"01.1.7.1"	"Fresh or chilled vegetables other than potatoes and other tubers"	"4"	"0117"	"01.1.7"	"Includes:\r\n- fresh or chilled vegetables cultivated for their leaves or stalks (asparagus, broccoli, cauliflower, endives, fennel, spinach, etc.), for their fruit (aubergines, cucumbers, courgettes, green peppers, pumpkins, tomatoes, etc.) and for their roots (beetroots, carrots, onions, parsnips, radishes, turnips, etc.)"			"Пресни или охладени зеленчуци (с изключение на картофи и други клубеноплодни)"	"Zelenina kromě brambor a ostatních hlíz, čerstvá nebo chlazená"	"Friske eller kølede grøntsager undtagen kartofler og andre rodknolde"	"Gemüse (ohne Kartoffeln und andere Knollengewächse), frisch oder gekühlt"	"Νωπά ή διατηρημένα με απλή ψύξη λαχανικά εκτός από τις πατάτες και άλλους βολβούς ή κονδύλους"	"Legumbres y hortalizas frescas o refrigeradas, excepto patatas y otros tubérculos"	"Värsked või jahutatud köögiviljad, v.a kartul ja muud mugulad"	"Tuoreet tai jäähdytetyt vihannekset, muut kuin perunat ja muut mukulakasvit"	"Glasraí úra nó fuaraithe seachas prátaí agus tiúbair eile"	"Légumes frais ou congelés, sauf pommes de terre et autres tubercules"	"Svježe ili rashlađeno povrće osim krumpira i ostalog gomoljastog povrća"	"Friss vagy hűtött zöldségfélék, kivéve a burgonyát és az egyéb gumósokat"	"Verdure fresche o refrigerate (escl. patate e altri tuberi)"	"Šviežios arba atšaldytos daržovės, išskyrus bulves ir kitus gumbavaisius"	"Svaigi vai atdzesēti dārzeņi, izņemot kartupeļus un citus bumbuļaugus"	"Ħaxix frisk jew imkessaħ, minbarra l-patata u tuberi oħrajn"	"Verse of gekoelde groenten behalve aardappelen en andere knollen"	"Warzywa świeże lub chłodzone inne niż ziemniaki lub pozostałe warzywa bulwiaste"	"Produtos hortícolas frescos ou refrigerados, exceto batatas e outros tubérculos"	"Legume proaspete sau refrigerate, altele decât cartofi și alți tuberculi"	"Čerstvá alebo chladená zelenina okrem zemiakov a ostatných hľúz"	"Sveža ali ohlajena zelenjava razen krompirja in drugih gomoljev"	"Färska eller kylda grönsaker utom potatis och rotfrukter"
