name,category,code,prediction,correct_option,match
primia te' deteinato 30 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,01.1.8.2,False,False
gibson's london dry gin 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,False
corte al passo primitivo puglia 2022,wine,02.1.2.1,02.1.2.1,True,True
twinings green tea & mint x25,beverages | coffee & tea,01.2.3.0,01.2.3.0,True,True
feudi 125 primitivo del salento 750 ml,wine,02.1.2.1,02.1.2.1,True,True
biona organic dijon mustard,organic products,01.1.6.9,01.2.1.0,False,False
levissima natural water,water,01.2.5.0,01.2.5.0,True,True
innocent orange juice bits 1.35l,drinks | smoothies & juice drinks | chilled fresh fruit juice,01.2.1.0,01.2.1.0,True,True
maresi vienna ice coffee caramel,cold coffee,01.2.2.0,,True,False
go and fun isotonic 500ml,drinks | energy drinks | energy drinks,01.2.9.0,01.2.9.0,True,True
valdo prosecco valdobbiadene docg 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.2.1,True,True
jack daniel's jack & coke gift pack with glass,alcohol,02.1.1.0,,True,False
italian style roast,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,True
"rocchetta verde acqua naturale 1,5 lt","acqua, bevande, alcolici | acqua",02.1.9.0,01.2.9.0,True,False
kean grapefruit 100% juice,juices,01.2.1.0,01.2.1.0,True,True
physalis infusion tea fat burner 27g,tea,01.2.3.0,01.2.3.0,True,True
lacto milk stout bottle 25cl,drinks | beers & ciders | bitters & stouts,01.1.4.7,,True,False
levissima fizzy water 1.5l,water,01.2.5.0,01.2.9.0,True,False
biona organic cocobella spread,organic products,01.1.8.5,09.3.1.1,True,False
leone de castris five roses rosato igt salento,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
panna da cucina uht,"latticini | latte, uova e burro",01.1.4.3,01.1.4.7,True,False
pfanner bio blueberry juice 500 ml,juices & smoothies,01.2.1.0,01.2.1.0,True,True
rio d'oro orangensaft 1 l,saft & nektar,01.2.1.0,01.2.3.0,True,False
rosemount meal matcher shiraz - steak,wine,02.1.2.1,02.1.2.1,True,True
"spesa leggera gassosa 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.9.0,True,False
pinot de pinot brut,"vini, birra e liquori | spumanti e champagne",02.1.2.1,02.1.2.1,True,True
bellone igp lazio,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,True
talisker aged 10 years single malt scotch whisky 700 ml,spirits,02.1.1.0,01.1.1.9,True,False
vigneti galassi albana di romagna sweet wine,wine,02.1.2.1,,True,False
medina vermentino zibibbo 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,True
voda collagen focus 375ml,drinks | energy drinks | energy drinks,01.2.9.0,06.3.1.0,True,False
nescafe gold oat macchiato 6x16g,beverages | coffee & tea,01.1.4.7,,True,False
la polenza cinque terre doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
sanpellegrino aranciata,juices,01.2.6.0,,True,False
red cup crema,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,True
"warsteiner pils 0,5l",bier,02.1.3.0,02.2.0.0,True,False
innocent fp plus blue 750ml,chilled and dairy | fridge items,01.2.6.0,01.1.4.5,False,False
mirinda 1.5 ltr single,drinks | soft drinks | soft drinks,01.2.6.0,02.1.9.0,True,False
natur green naturgreen biocoffee,organic products,01.2.2.0,01.2.3.0,False,False
pepsi cans,soft drinks,01.2.6.0,01.2.6.0,True,True
just light orzata squash 1 ltr,soft drinks,01.2.6.0,01.1.7.2,True,False
tetley super fruits tea immune peach & orange EUR1 off 20pcs.,tea,01.2.3.0,01.2.3.0,True,True
chupa chups melon cream soda 345ml,beverages | soft drinks & mixers,01.2.6.0,01.1.4.6,True,False
vina mestizo - merlot  x,wine,02.1.2.1,02.1.2.1,True,True
westminster eistee premium 1 l,"cola, limonaden, eistee",01.2.3.0,,True,False
benna milk 2.5% fat 1ltr,"milk, butter & eggs",01.1.4.1,01.1.4.6,False,False
zwan 8 chicken hotdogs 720 grms,tins cans & packets,01.1.2.5,05.3.2.1,False,False
sangre de toro rose 75cl,drinks | wine | rose wine,02.1.2.1,02.1.2.1,True,True
carrefour kids kaomix chocolate milk powder,hot drinks,01.1.4.7,,True,False
jameson 70cl,drinks | spirits & liqueurs | whisky,02.1.1.0,02.1.1.0,True,True
anfossi vermentino riviera ligure ponente doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
alamos malbec mendoza,wine,02.1.2.1,,True,False
beefeater pink gin,alcohol,02.1.1.0,01.2.9.0,True,False
southern comfort 70cl,beverages | spirits,02.1.1.0,02.1.1.0,True,True
kopparberg premium cider alcohol free pear,cider,02.1.2.2,02.1.3.0,True,False
nescafe cappuccino x8,beverages | coffee & tea,01.1.4.7,01.2.2.0,False,False
palatino limited twin pack wine,wine,02.1.2.1,02.1.2.1,True,True
caravaggio merlot,wine,02.1.2.1,02.1.2.1,True,True
martini spritz bianco 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,02.1.2.1,True,True
rauch bravo red orange juice,juices,01.2.1.0,,True,False
"rio d'oro fruchtsaft 2 l, apfel-kirsch",saft & nektar,01.2.1.0,01.2.3.0,True,False
summer edition gusto dragon fruit,"acqua, bibite e succhi | bibite",01.2.9.0,01.2.3.0,False,False
"karlskrone premium pilsener, 6er-packung 3 l",bier,02.1.3.0,,True,False
meridiana melqart red wine 750 ml,wine,02.1.2.1,02.1.2.1,True,True
feudo principi  principi di butera merlot sicilia,wine,02.1.2.1,02.1.2.1,True,True
schooner black label rum,alcohol,02.1.1.0,,True,False
almond cocoa creamy dessert,organic products,01.1.4.7,,False,False
naturalboom mental drink fiori di sambuco e limone 250 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,01.1.6.7,False,False
monster ultra fiesta,energy drinks,01.2.9.0,01.2.6.0,True,False
vitasnella still water 1.5ltr 6pack,drinks | water | water packs,01.2.5.0,01.2.5.0,True,True
san miguel especial beer,beer,02.1.3.0,02.2.0.0,True,False
san miguel manila,beer,02.1.3.0,,False,False
sk special peach nectar juice,juices,01.2.1.0,01.2.1.0,True,True
nature crops  fagiolo tondino dell umbria 300 g,tins cans & packets,01.1.7.9,01.1.7.9,True,True
chef crema di latte 250 ml,"latte, yogurt, burro, uova | latticini e burro",01.1.4.3,01.1.4.6,True,False
pfanner pineapple juice 100% 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,01.2.1.0,True,True
italvini le uve bardolino,wine,02.1.2.1,,True,False
pfanner succo ananas carota 30% 2tr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,01.2.1.0,True,True
ensinger sport mineralwasser 3 l,wasser,01.2.5.0,01.1.8.6,True,False
nescafe dolce gusto latte macchiato  x  16pcs.,coffee,01.1.4.7,01.1.4.7,True,True
soyavit bio tofu herbal,organic products,01.1.7.9,,True,False
pfanner guava 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.3.0,True,False
optimus mascarpone 500 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.4.5,01.1.4.1,False,False
barbadillo cream sherry  75cl,drinks | wine | red wine,02.1.2.1,,True,False
latte crescita mio senza lattosio,mondo baby | latte e tisane,01.1.9.2,01.1.4.7,True,False
fruity hugo pear 75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,True
carrefour bio spremuta arance,juices,01.2.1.0,01.2.1.0,True,True
bottega sambuca d'anice stellato 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.1.0,True,True
7up free,soft drinks,01.2.6.0,,True,False
moet & chandon nectar imperial rose,wine,02.1.2.1,,True,False
absolut vodka eoy,alcohol,02.1.1.0,,True,False
958 spritz,"vini, birra e liquori | liquori",02.1.2.1,,True,False
carrefour  bio plums without stone,organic products,01.1.6.9,01.1.6.6,False,False
victoria heights merlot 75cl,wine cellar | wine  ,02.1.2.1,,True,False
carrefour bio apricot juice,organic drinks,01.2.1.0,01.2.1.0,True,True
rauch bravo red grape juice,juices,01.2.1.0,,True,False
ferdinand's quince gin,alcohol,02.1.1.0,,True,False
ribolla gialla friuli doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,True
ecomil eco mil almond milk,organic products,01.1.4.4,01.1.4.9,True,False
tetley one cup teabag 440pcs.,tea,01.2.3.0,01.2.3.0,True,True
matusalem rum solera 7 blender 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,05.3.2.1,False,False
sprite bottle 5+1,soft drinks,01.2.6.0,,True,False
dani mussles in brine 114 g,tins cans & packets,01.1.9.1,01.1.3.2,False,False
pfanner lemon lychee juice 500 ml,juices & smoothies,01.2.6.0,,True,False
borbone te' al limone comp dolce gusto 16 cap,food cupboard groceries | coffee | coffee sachets & pods,01.2.3.0,,False,False
cameo ciobar white chocolate 021 grms,hot chocolate & malted drinks,01.2.4.0,01.1.8.9,True,False
estathe' estathe zero limone,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,02.1.1.0,False,False
benna skimmed milk 0.3% fat 500g,"milk, butter & eggs",01.1.4.2,,False,False
ty-phoo teabags 160 + 50% extra free 240 pcs.,tea,01.2.3.0,,True,False
the balvenie single malt whisky 17 year old double wood,alcohol,02.1.1.0,02.1.1.0,True,True
santal (ab) pineapple juice 1 ltr,juices & smoothies,01.2.1.0,01.2.1.0,True,True
baltika beer no 9,beer,02.1.3.0,,True,False
santa carolina vistana sauvignon blanc,wine,02.1.2.1,02.1.2.1,True,True
sainsbury's chateau tanunda chard 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,True
barcelo' rum gran anejo,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.2.1,True,False
bavaria shandy 33cl,beverages | beer & cider,02.1.3.0,02.1.3.0,True,True
"karlsberg helles 0,5 l",bier,02.1.3.0,02.1.3.0,True,True
bottega grappa barricata fume 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,False
citra montepulciano abbr 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,True
carrefour aranciata zero 1.5ltr,soft drinks,01.2.6.0,,True,False
infusi fruttosi ananas e pesca 12 filti,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.3.0,True,True
cavit muller thurgau doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,False,False
just 0 non alcoholic white wine 75cl,drinks | wine | non-alcoholic wines,02.1.2.1,02.1.2.1,True,True
setabianca trebbiano d'abruzzo doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
grigolli vino marzemino doc,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,True
3 leaves capers jar 420 grms,tins cans & packets,01.1.9.9,,False,False
shani mixed fruit drink 330ml,drinks | soft drinks | soft drinks,01.2.9.0,02.1.9.0,False,False
cisk lager can,beer,02.1.3.0,02.2.0.0,True,False
g.h. mumm cordon rouge 750 ml,wine,02.1.2.1,02.1.2.1,True,True
pukka organic peace tea 20pcs.,tea,01.2.3.0,01.2.3.0,True,True
lipton peppermint tea 25 pcs.,tea,01.2.3.0,,True,False
roversi  barolo,wine,02.1.2.1,02.1.2.1,True,True
torrevigne irpinia aglianico  x  750ml,wine,02.1.2.1,02.1.2.1,True,True
cono sur bicicleta carmenere,wine,02.1.2.1,02.1.2.1,True,True
beck's birra analcolica 990 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,True
passerina colli aprutini igt,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,True
biona organic 15% off rye bread hempseed,organic products,01.1.1.3,01.1.7.3,False,False
belvedere vodka 700 ml,spirits,02.1.1.0,02.1.1.0,True,True
bialetti caffe d'italia napoli gusto intenso 115 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,,True,False
oransoda zero,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.1.0,False,False
martini rossini + cooler bag,wine,02.1.2.1,02.1.2.1,True,True
ahmad darjereeling tea x 20 pcs.,tea,01.2.3.0,,True,False
dewars white label whisky 70cl,beverages | spirits,02.1.1.0,,True,False
pelli sardines in sunflower oil 125 g,tins cans & packets,01.1.9.1,01.1.3.2,False,False
sciroppo d'acero bio,"acqua, bibite e succhi | sciroppi",01.1.8.2,02.1.9.0,False,False
quinta da portal fine tawny port,wine,02.1.2.1,02.1.2.1,True,True
carrefour bio uva sultanina,organic products,01.1.6.7,06.1.1.2,False,False
"gut bio bio-cremiger-rahmjoghurt 0,5 kg",milchprodukte,01.1.4.6,01.1.4.4,True,False
"zaranoff wodka 0,7l",spirituosen,02.1.1.0,01.2.6.0,True,False
ecomil ecomil hemp sugar free milk,organic products,01.1.4.4,01.1.4.4,True,True
carrefour peach juice 3x,juices,01.2.1.0,01.2.1.0,True,True
trevalli hopla veg and bio almond drink,organic products,01.1.4.4,,False,False
douglas green sauvignon blanc 750 ml,wine,02.1.2.1,,True,False
"lurisia gazzosa 1,1 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.1.0,False,False
te' verde classico,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.3.0,True,True
sant'anna still water  x1 2ltr,drinks | water | water - still,01.2.5.0,05.6.1.9,True,False
diamir tuna in oil  970 grms,tins cans & packets,01.1.9.1,01.1.3.2,False,False
lamb brand pumpkin kernels 150 grms,tins cans & packets,01.1.9.4,01.1.2.4,False,False
gran castello red 2l,wine cellar | wine,02.1.2.1,02.1.2.1,True,True
healty people energy apple-ginger-lemon,juices,01.2.1.0,01.2.1.0,True,True
martini non-alcoholic aperitivo floreale 75cl,"drinks | spirits & liqueurs | non-alcoholic aperitivs, cocktails etc",02.1.2.1,,True,False
gentleman jack double mellowed and tasting glasses,"vini, birra e liquori | liquori",02.1.1.0,,True,False
barton & guestier chateauneuf- du- pape,wine,02.1.2.1,02.1.2.1,True,True
food for all artigianp del bio bulgur,organic products,01.1.1.5,01.2.1.0,False,False
absolut vodka,alcohol,02.1.1.0,,True,False
j&b whisky 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,,True,False
cantina valtidone ortrugo vivace doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,01.1.1.1,True,False
valfrutta a c e juice,juices,01.2.1.0,01.2.1.0,True,True
monolith: roasted sunflower seeds 200g,tins cans & packets,01.1.9.4,01.1.7.4,False,False
lamb brand chickpeas 200g,tins cans & packets,01.1.7.9,01.1.2.2,False,False
breezer zesty orange,"vini, birra e liquori | liquori",02.1.9.0,02.1.2.1,False,False
gin con arancia,"vini, birra e liquori | liquori",02.1.9.0,02.1.2.1,True,False
panna acqua naturale 750 ml,"acqua, bevande, alcolici | acqua",01.2.5.0,01.2.9.0,True,False
copura coconut oil organic extra virgin,organic products,01.1.5.1,01.1.4.6,True,False
kinnie diet bottle,soft drinks,01.2.6.0,01.2.6.0,True,True
bellfield jex - blake mosaic ipa cans  330 ml,beer & cider,02.1.3.0,02.1.3.0,True,True
glen grant major reserve,alcohol,02.1.1.0,02.2.0.0,False,False
moskovskaya vodka 70cl,drinks | spirits & liqueurs | vodka,02.1.1.0,02.1.2.1,True,False
avena italiana senza zuccheri,"latticini | latte, uova e burro",01.1.4.4,01.1.4.7,False,False
100% latte piemontese il burro 125 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.5.2,01.1.4.3,False,False
santero prosecco twist extra dry 75cl,wine cellar | wine,02.1.2.1,02.1.2.1,True,True
nescafe dolce gusto espresso buondi x16 99.2gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,01.2.2.0,True,True
tanqueray gin & tonic 275 ml,"acqua, bevande, alcolici | liquori",02.1.9.0,02.1.9.0,True,True
westcliff krautertee 50 g,tee,01.2.3.0,01.1.8.6,False,False
eagle creek zinfandel rose 750ml,wine,02.1.2.1,,True,False
santa margherita spa chardonnay doc,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,True
tropicana pet orange original 250ml,chilled fruit juice & smoothie,01.2.1.0,01.2.1.0,True,True
green lemonade x6x330ml *promo 5+1*,drinks | soft drinks & mixers | organic drinks,01.2.6.0,01.2.6.0,True,True
luigi bianchi carenzo sciac & tra ormanesco doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,True
kerrymaid lard,spreads,01.1.5.9,01.1.5.9,True,True
marques de caceres albarino duesa nai,wine,02.1.2.1,02.1.2.1,True,True
carlsberg can 500ml,drinks | beers & ciders | beers & lagers,02.1.3.0,02.2.0.0,True,False
cafe chic instant coffee 20% off 100g,coffee,01.2.2.0,01.2.2.0,True,True
quinteiro blanco wine 75cl,wine cellar | wine,02.1.2.1,,True,False
sant'anna la baby acqua naturale,"acqua, bevande, alcolici | acqua",01.2.5.0,01.2.5.0,True,True
"primia the da infuso alla pesca 1,2 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,,False,False
spar premium coffee tosca caps x10,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,True,False
mosketto - rosato mostro fermento  x  750ml,wine,02.1.2.1,,True,False
palatino sauvignon blanc,wine,02.1.2.1,,True,False
"twining infuso camomilla, miele e vaniglia 20 filtri",infusi,01.2.3.0,01.1.8.2,False,False
singletons & co organic mature cheddar,organic products,01.1.4.5,01.1.8.5,True,False
italvini le uve pinot grigio veneto,wine,02.1.2.1,,True,False
yachting yachting sex on the beach 700 ml,spirits,02.1.9.0,09.4.2.2,False,False
ahmad tea darjeeling tea x20 tea bags,beverages | coffee & tea,01.2.3.0,01.2.3.0,True,True
destination coffee breakfast,organic products,01.2.2.0,01.2.2.0,True,True
rauch happy day mango juice 1 ltr,juices & smoothies,01.2.1.0,01.2.1.0,True,True
dolia monica di sardegna doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,,True,False
louis jadot  gevrey- chambertin,wine,02.1.2.1,02.1.2.1,True,True
alasia gavi 750ml,wine,02.1.2.1,02.1.2.1,True,True
san valentino dry red wine 750ml,wine,02.1.2.1,02.1.2.1,True,True
don simon merlot 1l,wine cellar | wine,02.1.2.1,,True,False
gato negro sweet moscato 75cl,drinks | wine | dessert wine,02.1.2.1,,True,False
jose cuervo tequila gold,alcohol,02.1.1.0,02.1.9.0,True,False
elan sparking water,water,01.2.5.0,05.3.2.2,True,False
teekanne turkish apple tea bags 20 pcs.,tea,01.2.3.0,01.2.3.0,True,True
sant orsola 2021 chianti d o c g 750ml,wine,02.1.2.1,02.1.2.1,True,True
sprite zero 6x1.5l,beverages | soft drinks & mixers,01.2.6.0,,True,False
john west boneless sardines in olive oil 95 grms,tins cans & packets,01.1.9.1,,False,False
codici appassimento rosso,wine,02.1.2.1,02.1.2.1,True,True
la torre pinot grigio 750ml,wine,02.1.2.1,,True,False
lauretana mineral natural sparkling water,water,01.2.5.0,,True,False
green vie spread original 200gr,"fresh | dairy, eggs & cheese | butter, margarine & spreads",01.1.4.5,01.1.4.5,True,True
elite tuna special offer value pack 80 grms,tins cans & packets,01.1.9.1,01.1.3.1,False,False
parmalat skimmed milk 1 ltr,tins cans & packets,01.1.4.2,01.1.4.7,False,False
birra punk ipa,"vini, birra e liquori | birra",02.1.3.0,,True,False
castello del poggio del poggio moscato d' asti,wine,02.1.2.1,02.1.2.1,True,True
crai aceto di vino rosso 500ml,groceries | oil & vinegar,01.1.9.3,02.1.2.1,True,False
limone ice tea,"acqua, bibite e succhi | bibite",01.2.3.0,,True,False
mont rocher viognier 75cl,drinks | wine | white wine,02.1.2.1,,True,False
mr organic italian passata,organic products,01.1.9.3,01.1.1.5,True,False
il grande orto pitted green olives in brine 510 grms,tins cans & packets,01.1.7.9,01.1.5.1,True,False
ammasso rosso sicilia,wine,02.1.2.1,02.1.2.1,True,True
fattoria scaldasole yoghurt biologico cocco,organic products,01.1.4.6,,True,False
olio extra vergine di oliva italiano 100%,"conserve | olio, aceto e sale",01.1.5.1,01.1.5.1,True,True
president light salted butter,spreads,01.1.5.2,01.1.5.2,True,True
leffe blond birra chiara 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,True
lion brand strawberry yoghurt & cream green tea 44 g,tea,01.2.3.0,,True,False
spar peach ice tea 1.5ltr,drinks | ice tea | ice tea,01.2.3.0,,True,False
