name,category,code,prediction,correct_option,correct_n,match
snapple snappy apple 473ml,drinks | smoothies & juice drinks | chilled smoothies & ice coffee,01.2.1.0,01.2.6.0,True,4,False
espresso intenso 9/13,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,10,True
lurisia sparkling water glass,water,01.2.5.0,05.4.0.1,True,4,False
"clarke's bourbon whiskey 0,7 l",spirituosen,02.1.1.0,02.1.1.0,True,4,True
bolero mango sugar free instant drink 009 grms,soft drinks,01.2.9.0,01.1.6.1,False,0,False
lachryma vitis white 75cl carton,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,10,True
bio3 camomile tea  25 pcs.,tea,01.2.3.0,05.3.2.2,True,8,False
"rio d'oro mehrfruchtdirektsaft 1 l, ananas, orange & mango",saft & nektar,01.2.1.0,01.2.1.0,True,6,True
sacla organic basil pesto,organic products,01.1.9.3,01.1.7.9,True,1,False
albicocca varieta italiane,"acqua, bibite e succhi | succhi",01.2.1.0,02.1.2.1,False,0,False
santa babera cabernet saivignon,wine,02.1.2.1,02.1.2.1,True,8,True
ty-phoo gold tea  80 pcs.,tea,01.2.3.0,05.3.2.2,True,8,False
chateau roquefort bordeaux sauvignon,wine,02.1.2.1,02.1.2.1,True,10,True
casillero del diablo carmenere,wine,02.1.2.1,02.1.2.1,True,10,True
milsani kondensmilch 10 % fett 340 g,milchprodukte,01.1.4.2,01.1.4.9,True,1,False
perrier peach & cherry sparkling drink,water,01.2.9.0,01.1.6.3,True,1,False
la festa hot chocolate milky 250g,beverages | coffee & tea,01.2.4.0,01.1.4.7,True,5,False
carrefour bio penne rigate intergrali,organic products,01.1.1.5,01.1.7.1,False,0,False
poppenburger bockwurst sausages 750 grms,tins cans & packets,01.1.2.5,01.1.2.5,True,4,True
torrevigne - taurasi  x,wine,02.1.2.1,02.1.2.1,True,9,True
mutti bio passata  560 grms,tins cans & packets,01.1.9.3,01.1.2.5,False,0,False
estathe pesca 20cl,drinks | ice tea | ice tea,01.2.3.0,02.1.2.1,True,1,False
gran lomo malbec,wine,02.1.2.1,02.1.2.1,True,9,True
stone go to ipa,beer,02.1.3.0,02.1.3.0,True,4,True
enervit bottle orange 500ml,drinks | sports drinks | sports drinks,01.2.6.0,02.1.9.0,True,2,False
amaro importante 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,2,False
valfrutta fine tomato pulp 2x 330 grms,tins cans & packets,01.1.9.3,01.1.7.2,False,0,False
san benedetto still,water,01.2.5.0,01.2.5.0,True,8,True
primia te' deteinato 30 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,01.2.9.0,False,0,False
gibson's london dry gin 1 lt,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.1.0,True,4,True
corte al passo primitivo puglia 2022,wine,02.1.2.1,02.1.2.1,True,10,True
twinings green tea & mint x25,beverages | coffee & tea,01.2.3.0,01.2.3.0,True,5,True
feudi 125 primitivo del salento 750 ml,wine,02.1.2.1,02.1.2.1,True,10,True
biona organic dijon mustard,organic products,01.1.6.9,01.1.9.3,False,0,False
levissima natural water,water,01.2.5.0,01.2.5.0,True,7,True
innocent orange juice bits 1.35l,drinks | smoothies & juice drinks | chilled fresh fruit juice,01.2.1.0,01.2.1.0,True,5,True
maresi vienna ice coffee caramel,cold coffee,01.2.2.0,01.2.3.0,True,8,False
go and fun isotonic 500ml,drinks | energy drinks | energy drinks,01.2.9.0,01.2.9.0,True,3,True
valdo prosecco valdobbiadene docg 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.2.1,True,5,True
jack daniel's jack & coke gift pack with glass,alcohol,02.1.1.0,02.1.9.0,True,3,False
italian style roast,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,11,True
"rocchetta verde acqua naturale 1,5 lt","acqua, bevande, alcolici | acqua",02.1.9.0,05.6.1.9,True,1,False
kean grapefruit 100% juice,juices,01.2.1.0,05.3.2.2,True,4,False
physalis infusion tea fat burner 27g,tea,01.2.3.0,05.3.2.2,True,9,False
lacto milk stout bottle 25cl,drinks | beers & ciders | bitters & stouts,01.1.4.7,01.1.4.7,True,5,True
levissima fizzy water 1.5l,water,01.2.5.0,01.2.5.0,True,8,True
biona organic cocobella spread,organic products,01.1.8.5,01.1.7.5,True,2,False
leone de castris five roses rosato igt salento,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,7,True
panna da cucina uht,"latticini | latte, uova e burro",01.1.4.3,01.1.4.7,True,1,False
pfanner bio blueberry juice 500 ml,juices & smoothies,01.2.1.0,01.2.1.0,True,7,True
rio d'oro orangensaft 1 l,saft & nektar,01.2.1.0,01.2.1.0,True,4,True
rosemount meal matcher shiraz - steak,wine,02.1.2.1,02.1.2.1,True,9,True
"spesa leggera gassosa 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,01.2.6.0,True,2,True
pinot de pinot brut,"vini, birra e liquori | spumanti e champagne",02.1.2.1,02.1.2.1,True,9,True
bellone igp lazio,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
talisker aged 10 years single malt scotch whisky 700 ml,spirits,02.1.1.0,02.1.1.0,True,3,True
vigneti galassi albana di romagna sweet wine,wine,02.1.2.1,02.1.2.1,True,8,True
medina vermentino zibibbo 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,11,True
voda collagen focus 375ml,drinks | energy drinks | energy drinks,01.2.9.0,01.2.9.0,True,6,True
nescafe gold oat macchiato 6x16g,beverages | coffee & tea,01.1.4.7,01.2.2.0,True,3,False
la polenza cinque terre doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.9.0,True,1,False
sanpellegrino aranciata,juices,01.2.6.0,01.2.1.0,False,0,False
red cup crema,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,11,True
"warsteiner pils 0,5l",bier,02.1.3.0,02.1.3.0,True,4,True
innocent fp plus blue 750ml,chilled and dairy | fridge items,01.2.6.0,01.1.4.3,False,0,False
mirinda 1.5 ltr single,drinks | soft drinks | soft drinks,01.2.6.0,02.1.9.0,True,3,False
natur green naturgreen biocoffee,organic products,01.2.2.0,04.5.3.0,False,0,False
pepsi cans,soft drinks,01.2.6.0,01.2.6.0,True,3,True
just light orzata squash 1 ltr,soft drinks,01.2.6.0,01.2.6.0,True,3,True
tetley super fruits tea immune peach & orange EUR1 off 20pcs.,tea,01.2.3.0,01.2.3.0,True,5,True
chupa chups melon cream soda 345ml,beverages | soft drinks & mixers,01.2.6.0,02.1.9.0,True,2,False
vina mestizo - merlot  x,wine,02.1.2.1,02.1.2.1,True,10,True
westminster eistee premium 1 l,"cola, limonaden, eistee",01.2.3.0,01.2.6.0,False,0,False
benna milk 2.5% fat 1ltr,"milk, butter & eggs",01.1.4.1,01.1.4.6,True,3,False
zwan 8 chicken hotdogs 720 grms,tins cans & packets,01.1.2.5,01.1.2.5,True,2,True
sangre de toro rose 75cl,drinks | wine | rose wine,02.1.2.1,02.1.2.1,True,9,True
carrefour kids kaomix chocolate milk powder,hot drinks,01.1.4.7,01.1.4.7,True,3,True
jameson 70cl,drinks | spirits & liqueurs | whisky,02.1.1.0,02.1.1.0,True,4,True
anfossi vermentino riviera ligure ponente doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,5,True
alamos malbec mendoza,wine,02.1.2.1,02.1.2.1,True,10,True
beefeater pink gin,alcohol,02.1.1.0,02.1.1.0,True,3,True
southern comfort 70cl,beverages | spirits,02.1.1.0,02.1.1.0,True,3,True
kopparberg premium cider alcohol free pear,cider,02.1.2.2,01.1.6.3,True,1,False
nescafe cappuccino x8,beverages | coffee & tea,01.1.4.7,01.2.2.0,True,1,False
palatino limited twin pack wine,wine,02.1.2.1,02.1.2.1,True,10,True
caravaggio merlot,wine,02.1.2.1,02.1.2.1,True,10,True
martini spritz bianco 75cl,drinks | wine | champagne & sparkling wine,02.1.2.1,02.1.2.1,True,9,True
rauch bravo red orange juice,juices,01.2.1.0,05.3.2.2,True,5,False
"rio d'oro fruchtsaft 2 l, apfel-kirsch",saft & nektar,01.2.1.0,01.2.3.0,True,5,False
summer edition gusto dragon fruit,"acqua, bibite e succhi | bibite",01.2.9.0,01.1.6.3,False,0,False
"karlskrone premium pilsener, 6er-packung 3 l",bier,02.1.3.0,02.1.3.0,True,4,True
meridiana melqart red wine 750 ml,wine,02.1.2.1,02.1.2.1,True,10,True
feudo principi  principi di butera merlot sicilia,wine,02.1.2.1,02.1.2.1,True,10,True
schooner black label rum,alcohol,02.1.1.0,02.1.1.0,True,3,True
almond cocoa creamy dessert,organic products,01.1.4.7,01.1.8.5,False,0,False
naturalboom mental drink fiori di sambuco e limone 250 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.9.0,True,1,False
monster ultra fiesta,energy drinks,01.2.9.0,01.2.9.0,True,4,True
vitasnella still water 1.5ltr 6pack,drinks | water | water packs,01.2.5.0,01.2.5.0,True,6,True
san miguel especial beer,beer,02.1.3.0,02.1.3.0,True,3,True
san miguel manila,beer,02.1.3.0,01.1.7.9,False,0,False
sk special peach nectar juice,juices,01.2.1.0,01.1.6.3,True,6,False
nature crops  fagiolo tondino dell umbria 300 g,tins cans & packets,01.1.7.9,01.1.7.5,True,3,False
chef crema di latte 250 ml,"latte, yogurt, burro, uova | latticini e burro",01.1.4.3,01.1.4.1,True,3,False
pfanner pineapple juice 100% 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,01.2.1.0,True,5,True
italvini le uve bardolino,wine,02.1.2.1,02.1.2.1,True,9,True
pfanner succo ananas carota 30% 2tr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,01.2.1.0,True,5,True
ensinger sport mineralwasser 3 l,wasser,01.2.5.0,02.1.3.0,True,3,False
nescafe dolce gusto latte macchiato  x  16pcs.,coffee,01.1.4.7,01.2.2.0,True,5,False
soyavit bio tofu herbal,organic products,01.1.7.9,01.1.4.4,True,2,False
pfanner guava 1 lt,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.1.6.1,True,5,False
optimus mascarpone 500 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.4.5,01.1.4.7,False,0,False
barbadillo cream sherry  75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,9,True
latte crescita mio senza lattosio,mondo baby | latte e tisane,01.1.9.2,01.1.4.4,True,2,False
fruity hugo pear 75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,8,True
carrefour bio spremuta arance,juices,01.2.1.0,01.2.1.0,True,7,True
bottega sambuca d'anice stellato 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,1,False
7up free,soft drinks,01.2.6.0,01.2.6.0,True,3,True
moet & chandon nectar imperial rose,wine,02.1.2.1,02.1.2.1,True,9,True
absolut vodka eoy,alcohol,02.1.1.0,07.2.2.3,True,3,False
958 spritz,"vini, birra e liquori | liquori",02.1.2.1,02.1.2.1,True,8,True
carrefour  bio plums without stone,organic products,01.1.6.9,01.1.6.3,True,1,False
victoria heights merlot 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,11,True
carrefour bio apricot juice,organic drinks,01.2.1.0,01.1.6.3,True,7,False
rauch bravo red grape juice,juices,01.2.1.0,01.2.6.0,True,4,False
ferdinand's quince gin,alcohol,02.1.1.0,02.1.1.0,True,4,True
ribolla gialla friuli doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,7,True
ecomil eco mil almond milk,organic products,01.1.4.4,01.1.4.4,True,6,True
tetley one cup teabag 440pcs.,tea,01.2.3.0,05.3.2.2,True,7,False
matusalem rum solera 7 blender 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,05.3.2.1,False,0,False
sprite bottle 5+1,soft drinks,01.2.6.0,01.2.6.0,True,5,True
dani mussles in brine 114 g,tins cans & packets,01.1.9.1,01.1.3.4,False,0,False
pfanner lemon lychee juice 500 ml,juices & smoothies,01.2.6.0,01.2.6.0,True,3,True
borbone te' al limone comp dolce gusto 16 cap,food cupboard groceries | coffee | coffee sachets & pods,01.2.3.0,11.1.1.2,False,0,False
cameo ciobar white chocolate 021 grms,hot chocolate & malted drinks,01.2.4.0,01.2.4.0,True,4,True
estathe' estathe zero limone,"acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,02.1.2.1,False,0,False
benna skimmed milk 0.3% fat 500g,"milk, butter & eggs",01.1.4.2,01.1.4.3,False,0,False
ty-phoo teabags 160 + 50% extra free 240 pcs.,tea,01.2.3.0,05.3.2.2,True,6,False
the balvenie single malt whisky 17 year old double wood,alcohol,02.1.1.0,02.1.1.0,True,3,True
santal (ab) pineapple juice 1 ltr,juices & smoothies,01.2.1.0,01.1.6.1,True,6,False
baltika beer no 9,beer,02.1.3.0,02.1.3.0,True,4,True
santa carolina vistana sauvignon blanc,wine,02.1.2.1,02.1.2.1,True,9,True
sainsbury's chateau tanunda chard 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,10,True
barcelo' rum gran anejo,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.1.0,True,4,True
bavaria shandy 33cl,beverages | beer & cider,02.1.3.0,02.1.9.0,True,3,False
"karlsberg helles 0,5 l",bier,02.1.3.0,02.1.3.0,True,5,True
bottega grappa barricata fume 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,04.5.3.0,True,1,False
citra montepulciano abbr 75cl,wine cellar | wine  ,02.1.2.1,02.1.2.1,True,11,True
carrefour aranciata zero 1.5ltr,soft drinks,01.2.6.0,01.1.4.7,True,1,False
infusi fruttosi ananas e pesca 12 filti,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.1.0,True,6,False
cavit muller thurgau doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,4,True
just 0 non alcoholic white wine 75cl,drinks | wine | non-alcoholic wines,02.1.2.1,02.1.2.1,True,8,True
setabianca trebbiano d'abruzzo doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,5,True
grigolli vino marzemino doc,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,6,True
3 leaves capers jar 420 grms,tins cans & packets,01.1.9.9,05.3.2.1,False,0,False
shani mixed fruit drink 330ml,drinks | soft drinks | soft drinks,01.2.9.0,01.2.6.0,True,1,False
cisk lager can,beer,02.1.3.0,02.1.3.0,True,4,True
g.h. mumm cordon rouge 750 ml,wine,02.1.2.1,02.1.2.1,True,9,True
pukka organic peace tea 20pcs.,tea,01.2.3.0,01.2.3.0,True,8,True
lipton peppermint tea 25 pcs.,tea,01.2.3.0,01.1.9.4,True,7,False
roversi  barolo,wine,02.1.2.1,02.1.2.1,True,10,True
torrevigne irpinia aglianico  x  750ml,wine,02.1.2.1,02.1.2.1,True,9,True
cono sur bicicleta carmenere,wine,02.1.2.1,02.1.2.1,True,10,True
beck's birra analcolica 990 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
passerina colli aprutini igt,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
biona organic 15% off rye bread hempseed,organic products,01.1.1.3,01.1.7.9,False,0,False
belvedere vodka 700 ml,spirits,02.1.1.0,02.1.1.0,True,4,True
bialetti caffe d'italia napoli gusto intenso 115 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,9,True
oransoda zero,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.9.0,True,1,False
martini rossini + cooler bag,wine,02.1.2.1,02.1.2.1,True,9,True
ahmad darjereeling tea x 20 pcs.,tea,01.2.3.0,05.3.2.2,True,9,False
dewars white label whisky 70cl,beverages | spirits,02.1.1.0,02.1.1.0,True,3,True
pelli sardines in sunflower oil 125 g,tins cans & packets,01.1.9.1,01.1.3.3,False,0,False
sciroppo d'acero bio,"acqua, bibite e succhi | sciroppi",01.1.8.2,02.1.9.0,False,0,False
quinta da portal fine tawny port,wine,02.1.2.1,02.1.2.1,True,9,True
carrefour bio uva sultanina,organic products,01.1.6.7,06.1.1.2,False,0,False
"gut bio bio-cremiger-rahmjoghurt 0,5 kg",milchprodukte,01.1.4.6,01.1.4.3,True,3,False
"zaranoff wodka 0,7l",spirituosen,02.1.1.0,02.1.1.0,True,2,True
ecomil ecomil hemp sugar free milk,organic products,01.1.4.4,01.1.4.4,True,2,True
carrefour peach juice 3x,juices,01.2.1.0,01.1.6.3,True,3,False
trevalli hopla veg and bio almond drink,organic products,01.1.4.4,01.1.6.8,False,0,False
douglas green sauvignon blanc 750 ml,wine,02.1.2.1,02.1.2.1,True,9,True
"lurisia gazzosa 1,1 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.1.0,False,0,False
te' verde classico,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.2.0,True,6,False
sant'anna still water  x1 2ltr,drinks | water | water - still,01.2.5.0,01.2.5.0,True,6,True
diamir tuna in oil  970 grms,tins cans & packets,01.1.9.1,01.1.3.3,False,0,False
lamb brand pumpkin kernels 150 grms,tins cans & packets,01.1.9.4,01.1.7.2,False,0,False
gran castello red 2l,wine cellar | wine,02.1.2.1,02.1.2.1,True,10,True
healty people energy apple-ginger-lemon,juices,01.2.1.0,05.3.2.2,True,3,False
martini non-alcoholic aperitivo floreale 75cl,"drinks | spirits & liqueurs | non-alcoholic aperitivs, cocktails etc",02.1.2.1,02.1.2.1,True,4,True
gentleman jack double mellowed and tasting glasses,"vini, birra e liquori | liquori",02.1.1.0,02.1.2.1,True,3,False
barton & guestier chateauneuf- du- pape,wine,02.1.2.1,02.1.2.1,True,10,True
food for all artigianp del bio bulgur,organic products,01.1.1.5,01.1.7.4,False,0,False
absolut vodka,alcohol,02.1.1.0,07.2.2.3,True,3,False
j&b whisky 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,3,False
cantina valtidone ortrugo vivace doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,5,True
valfrutta a c e juice,juices,01.2.1.0,01.2.1.0,True,4,True
monolith: roasted sunflower seeds 200g,tins cans & packets,01.1.9.4,01.1.5.1,True,1,False
lamb brand chickpeas 200g,tins cans & packets,01.1.7.9,01.1.2.5,True,1,False
breezer zesty orange,"vini, birra e liquori | liquori",02.1.9.0,02.1.2.1,True,2,False
gin con arancia,"vini, birra e liquori | liquori",02.1.9.0,02.1.2.1,True,1,False
panna acqua naturale 750 ml,"acqua, bevande, alcolici | acqua",01.2.5.0,05.6.1.9,True,3,False
copura coconut oil organic extra virgin,organic products,01.1.5.1,01.1.5.1,True,3,True
kinnie diet bottle,soft drinks,01.2.6.0,02.1.9.0,True,3,False
bellfield jex - blake mosaic ipa cans  330 ml,beer & cider,02.1.3.0,02.1.3.0,True,3,True
glen grant major reserve,alcohol,02.1.1.0,06.3.1.0,False,0,False
moskovskaya vodka 70cl,drinks | spirits & liqueurs | vodka,02.1.1.0,02.1.1.0,True,4,True
avena italiana senza zuccheri,"latticini | latte, uova e burro",01.1.4.4,01.1.4.3,False,0,False
100% latte piemontese il burro 125 gr,"latte, yogurt, burro, uova | latticini e burro",01.1.5.2,01.1.4.7,False,0,False
santero prosecco twist extra dry 75cl,wine cellar | wine,02.1.2.1,02.1.2.1,True,10,True
nescafe dolce gusto espresso buondi x16 99.2gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,True,4,False
tanqueray gin & tonic 275 ml,"acqua, bevande, alcolici | liquori",02.1.9.0,02.2.0.0,True,4,False
westcliff krautertee 50 g,tee,01.2.3.0,13.3.0.1,False,0,False
eagle creek zinfandel rose 750ml,wine,02.1.2.1,02.1.2.1,True,9,True
santa margherita spa chardonnay doc,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,9,True
tropicana pet orange original 250ml,chilled fruit juice & smoothie,01.2.1.0,01.1.6.9,True,5,False
green lemonade x6x330ml *promo 5+1*,drinks | soft drinks & mixers | organic drinks,01.2.6.0,01.2.6.0,True,4,True
luigi bianchi carenzo sciac & tra ormanesco doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,4,True
kerrymaid lard,spreads,01.1.5.9,01.1.5.9,True,2,True
marques de caceres albarino duesa nai,wine,02.1.2.1,02.1.2.1,True,9,True
carlsberg can 500ml,drinks | beers & ciders | beers & lagers,02.1.3.0,02.1.3.0,True,3,True
cafe chic instant coffee 20% off 100g,coffee,01.2.2.0,01.2.2.0,True,10,True
quinteiro blanco wine 75cl,wine cellar | wine,02.1.2.1,02.1.2.1,True,12,True
sant'anna la baby acqua naturale,"acqua, bevande, alcolici | acqua",01.2.5.0,01.2.9.0,True,5,False
"primia the da infuso alla pesca 1,2 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,02.1.2.1,False,0,False
spar premium coffee tosca caps x10,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,True,8,False
mosketto - rosato mostro fermento  x  750ml,wine,02.1.2.1,02.1.2.1,True,7,True
palatino sauvignon blanc,wine,02.1.2.1,02.1.2.1,True,9,True
"twining infuso camomilla, miele e vaniglia 20 filtri",infusi,01.2.3.0,01.1.8.3,False,0,False
singletons & co organic mature cheddar,organic products,01.1.4.5,01.1.4.5,True,3,True
italvini le uve pinot grigio veneto,wine,02.1.2.1,02.1.2.1,True,10,True
yachting yachting sex on the beach 700 ml,spirits,02.1.9.0,09.1.2.3,False,0,False
ahmad tea darjeeling tea x20 tea bags,beverages | coffee & tea,01.2.3.0,01.2.3.0,True,6,True
destination coffee breakfast,organic products,01.2.2.0,01.2.2.0,True,8,True
rauch happy day mango juice 1 ltr,juices & smoothies,01.2.1.0,01.1.6.1,True,4,False
dolia monica di sardegna doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,4,True
louis jadot  gevrey- chambertin,wine,02.1.2.1,02.1.2.1,True,10,True
alasia gavi 750ml,wine,02.1.2.1,02.1.2.1,True,10,True
san valentino dry red wine 750ml,wine,02.1.2.1,02.1.2.1,True,9,True
don simon merlot 1l,wine cellar | wine,02.1.2.1,02.1.2.1,True,10,True
