Code,Description
05.3.3,Repair of household appliances
05.3.3,Repair of household appliances covering total value of the service including cost of labour and cost of materials
05.3.3,Charges for the leasing or rental of major household appliances
05.4.0,"Glassware, tableware and household utensils"
05.4.0,Glassware of the kind used for table
05.4.0,Glassware of the kind used for kitchen
05.4.0,Glassware of the kind used for bathroom
05.4.0,Glassware of the kind used for toilet
05.4.0,Glassware of the kind used for office
05.4.0,Glassware of the kind used for indoor decoration
05.4.0,Crystal ware of the kind used for table
05.4.0,Crystal ware of the kind used for kitchen
05.4.0,Crystal ware of the kind used for bathroom
05.4.0,Crystal ware of the kind used for toilet
05.4.0,Crystal ware of the kind used for office
05.4.0,Crystal ware of the kind used for indoor decoration
05.4.0,Ceramic ware of the kind used for table
05.4.0,Ceramic ware of the kind used for kitchen
05.4.0,Ceramic ware of the kind used for bathroom
05.4.0,Ceramic ware of the kind used for toilet
05.4.0,Ceramic ware of the kind used for office
05.4.0,Ceramic ware of the kind used for indoor decoration
05.4.0,China ware of the kind used for table
05.4.0,China ware of the kind used for kitchen
05.4.0,China ware of the kind used for bathroom
05.4.0,China ware of the kind used for toilet
05.4.0,China ware of the kind used for office
05.4.0,China ware of the kind used for indoor decoration
05.4.0,Cutlery
05.4.0,Flatware
05.4.0,Silverware
05.4.0,Non-electric kitchen utensils made of Saucepans
05.4.0,Non-electric kitchen utensils made of Stewpots
05.4.0,Non-electric kitchen utensils made of Pressure cookers
05.4.0,Non-electric kitchen utensils made of Frying pans
05.4.0,Non-electric kitchen utensils made of Coffee mills
05.4.0,Non-electric kitchen utensils made of Purée makers
05.4.0,Non-electric kitchen utensils made of Mincers
05.4.0,Non-electric kitchen utensils made of Hotplates
05.4.0,Non-electric kitchen utensils made of Household scales
05.4.0,Non-electric household articles made of Containers for bread
05.4.0,Non-electric household articles made of Containers for coffee
05.4.0,Non-electric household articles made of Containers for spices
05.4.0,Non-electric household articles made of Waste bins
05.4.0,Non-electric household articles made of Waste-paper baskets
05.4.0,Non-electric household articles made of Laundry baskets
05.4.0,Non-electric household articles made of Portable money boxes
05.4.0,Non-electric household articles made of Strongboxes
05.4.0,Non-electric household articles made of Towel rails
05.4.0,Non-electric household articles made of Bottle racks
05.4.0,Non-electric household articles made of Irons
05.4.0,Non-electric household articles made of Ironing boards
05.4.0,Non-electric household articles made of Letter boxes
05.4.0,Non-electric household articles made of Feeding bottles
05.4.0,Non-electric household articles made of Thermos flasks
05.4.0,Non-electric household articles made of Iceboxes
05.4.0,Repair of glassware of the kind used for table
05.4.0,Repair of glassware of the kind used for kitchen
05.4.0,Repair of glassware of the kind used for bathroom
05.4.0,Repair of glassware of the kind used for toilet
05.4.0,Repair of glassware of the kind used for office
05.4.0,Repair of glassware of the kind used for indoor decoration
05.4.0,Repair of crystal ware of the kind used for table
05.4.0,Repair of crystal ware of the kind used for kitchen
05.4.0,Repair of crystal ware of the kind used for bathroom
05.4.0,Repair of crystal ware of the kind used for toilet
05.4.0,Repair of crystal ware of the kind used for office
05.4.0,Repair of crystal ware of the kind used for indoor decoration
05.4.0,Repair of ceramic ware of the kind used for table
05.4.0,Repair of ceramic ware of the kind used for kitchen
05.4.0,Repair of ceramic ware of the kind used for bathroom
05.4.0,Repair of ceramic ware of the kind used for toilet
05.4.0,Repair of ceramic ware of the kind used for office
05.4.0,Repair of ceramic ware of the kind used for indoor decoration
05.4.0,Repair of china ware of the kind used for table
05.4.0,Repair of china ware of the kind used for kitchen
05.4.0,Repair of china ware of the kind used for bathroom
05.4.0,Repair of china ware of the kind used for toilet
05.4.0,Repair of china ware of the kind used for office
05.4.0,Repair of china ware of the kind used for indoor decoration
05.4.0,Repair of Cutlery
05.4.0,Repair of Flatware
05.4.0,Repair of Silverware
05.4.0,Repair of Non-electric kitchen utensils made of Saucepans
05.4.0,Repair of Non-electric kitchen utensils made of Stewpots
05.4.0,Repair of Non-electric kitchen utensils made of Pressure cookers
05.4.0,Repair of Non-electric kitchen utensils made of Frying pans
05.4.0,Repair of Non-electric kitchen utensils made of Coffee mills
05.4.0,Repair of Non-electric kitchen utensils made of Purée makers
05.4.0,Repair of Non-electric kitchen utensils made of Mincers
05.4.0,Repair of Non-electric kitchen utensils made of Hotplates
05.4.0,Repair of Non-electric kitchen utensils made of Household scales
05.4.0,Repair of Non-electric household articles made of Containers for bread
05.4.0,Repair of Non-electric household articles made of Containers for coffee
05.4.0,Repair of Non-electric household articles made of Containers for spices
05.4.0,Repair of Non-electric household articles made of Waste bins
05.4.0,Repair of Non-electric household articles made of Waste-paper baskets
05.4.0,Repair of Non-electric household articles made of Laundry baskets
05.4.0,Repair of Non-electric household articles made of Portable money boxes
05.4.0,Repair of Non-electric household articles made of Strongboxes
05.4.0,Repair of Non-electric household articles made of Towel rails
05.4.0,Repair of Non-electric household articles made of Bottle racks
05.4.0,Repair of Non-electric household articles made of Irons
05.4.0,Repair of Non-electric household articles made of Ironing boards
05.4.0,Repair of Non-electric household articles made of Letter boxes
05.4.0,Repair of Non-electric household articles made of Feeding bottles
05.4.0,Repair of Non-electric household articles made of Thermos flasks
05.4.0,Repair of Non-electric household articles made of Iceboxes
05.5.1,Major tools and equipment
05.5.1,Motorized tools such as electric drills
05.5.1,Motorized tools such as electric saws
05.5.1,Motorized tools such as electric sanders
05.5.1,Motorized tools such as electric hedge cutters
05.5.1,Motorized garden tractors
05.5.1,Motorized lawnmowers
05.5.1,Motorized cultivators
05.5.1,Motorized chainsaws
05.5.1,Motorized water pumps
05.5.1,Repair of motorized tools such as electric drills
05.5.1,Repair of motorized tools such as electric saws
05.5.1,Repair of motorized tools such as electric sanders
05.5.1,Repair of motorized tools such as electric hedge cutters
05.5.1,Repair of motorized garden tractors
05.5.1,Repair of motorized lawnmowers
05.5.1,Repair of motorized cultivators
05.5.1,Repair of motorized chainsaws
05.5.1,Repair of motorized water pumps
05.5.1,Charges for the leasing or rental of do-it-yourself machinery
05.5.1,Charges for the leasing or rental of do-it-yourself equipment
05.5.2,Small tools and miscellaneous accessories
05.5.2,Hand tools such as saws
05.5.2,Hand tools such as hammers
05.5.2,Hand tools such as screwdrivers
05.5.2,Hand tools such as wrenches
05.5.2,Hand tools such as spanners
05.5.2,Hand tools such as pliers
05.5.2,Hand tools such as trimming knives
05.5.2,Hand tools such as rasps and files
05.5.2,Garden tools such as wheelbarrows
05.5.2,Garden tools such as watering cans
05.5.2,Garden tools such as hoses
05.5.2,Garden tools such as spades
05.5.2,Garden tools such as shovels
05.5.2,Garden tools such as rakes
05.5.2,Garden tools such as forks
05.5.2,Garden tools such as scythes
05.5.2,Garden tools such as sickles
05.5.2,Garden tools such as secateurs
05.5.2,Ladders and steps
05.5.2,Door fittings such as hinges
05.5.2,Door fittings such as handles
05.5.2,Door fittings such as locks
05.5.2,Fittings for radiators and fireplaces
05.5.2,Metal articles for the house such as curtain rails
05.5.2,Metal articles for the house such as carpet rods
05.5.2,Metal articles for the house such as hooks
05.5.2,Metal articles for the garden such as chains
05.5.2,Metal articles for the garden such as grids
05.5.2,Metal articles for the garden such as stakes
05.5.2,Metal articles for the garden such as hoop segments for fencing and bordering
05.5.2,Small electric accessories such as power sockets
05.5.2,Small electric accessories such as switches
05.5.2,Small electric accessories such as wiring flex
05.5.2,Small electric accessories such as electric bulbs
05.5.2,Small electric accessories such as fluorescent lighting tubes
05.5.2,Small electric accessories such as torches
05.5.2,Small electric accessories such as flashlights
05.5.2,Small electric accessories such as hand lamps
05.5.2,Small electric accessories such as electric batteries for general use
05.5.2,Small electric accessories such as bells
05.5.2,Small electric accessories such as alarms
05.5.2,Repair of such articles
05.6.1,Non-durable household goods
05.6.1,Cleaning and maintenance products such as soaps
05.6.1,Washing powders
05.6.1,Washing liquids
05.6.1,Scouring powders
05.6.1,Detergents
05.6.1,Disinfectant bleaches
05.6.1,Softeners
05.6.1,Conditioners
05.6.1,Window-cleaning products
05.6.1,Waxes
05.6.1,Polishes
05.6.1,Dyes
05.6.1,Unblocking agents
05.6.1,Disinfectants
05.6.1,Insecticides
05.6.1,Pesticides
05.6.1,Fungicides
05.6.1,Distilled water
05.6.1,Articles for cleaning such as brooms
05.6.1,Scrubbing brushes
05.6.1,Dustpans and dust brushes
05.6.1,Dusters
05.6.1,Tea towels
05.6.1,Floorcloths
05.6.1,Household sponges
05.6.1,Scourers
05.6.1,Steel wool
05.6.1,Chamois leathers
05.6.1,Paper products such as filters
05.6.1,Tablecloths
05.6.1,Table napkins
05.6.1,Kitchen paper
05.6.1,Vacuum cleaner bags
05.6.1,Cardboard tableware
05.6.1,Aluminium foil
05.6.1,Plastic bin liners
05.6.1,Polishes
05.6.1,Creams and other shoe-cleaning articles
05.6.1,Fire extinguishers for households
05.6.1,Candles
05.6.1,Lamp wicks
05.6.1,Methylated spirits
05.6.1,Clothes-pegs
05.6.1,Clothes hangers
05.6.1,Pins
05.6.1,Safety pins
05.6.1,Sewing needles
05.6.1,Knitting needles
05.6.1,Thimbles
05.6.1,Nails
05.6.1,Screws
05.6.1,Nuts and bolts
05.6.1,Tacks
05.6.1,Washers
05.6.1,Glues and adhesive tapes for household use
05.6.1,String
05.6.1,Twine
05.6.1,Rubber gloves
05.6.2,Domestic services and household services
05.6.2,Domestic services supplied by paid staff employed in private service such as butlers
05.6.2,Domestic services supplied by paid staff employed in private service such as cooks
05.6.2,Domestic services supplied by paid staff employed in private service such as maids
05.6.2,Domestic services supplied by paid staff employed in private service such as drivers
05.6.2,Domestic services supplied by paid staff employed in private service such as gardeners
05.6.2,Domestic services supplied by paid staff employed in private service such as governesses
05.6.2,Domestic services supplied by paid staff employed in private service such as secretaries
05.6.2,Domestic services supplied by paid staff employed in private service such as tutors
05.6.2,Domestic services supplied by paid staff employed in private service such as au pairs
05.6.2,Babysitting services supplied by enterprises or self-employed persons
05.6.2,Housework services supplied by enterprises or self-employed persons
05.6.2,Household services such as window cleaning
05.6.2,Household services such as disinfecting
05.6.2,Household services such as fumigation
05.6.2,Household services such as pest extermination
05.6.2,Dry-cleaning of household linen
05.6.2,Dry-cleaning of household textiles
05.6.2,Dry-cleaning of carpets
05.6.2,Laundering of household linen
05.6.2,Laundering of household textiles
05.6.2,Laundering of carpets
05.6.2,Dyeing of household linen
05.6.2,Dyeing of household textiles
05.6.2,Dyeing of carpets
05.6.2,Hire of furniture
05.6.2,Hire of furnishings
05.6.2,Hire of carpets
05.6.2,Hire of household equipment
05.6.2,Hire of household linen
06.1.1,Pharmaceutical products
06.1.1,Medicinal preparations
06.1.1,Medicinal drugs
06.1.1,Patent medicines
06.1.1,Serums
06.1.1,Vaccines
06.1.1,Vitamins
06.1.1,Minerals
06.1.1,Cod liver oil
06.1.1,Halibut liver oil
06.1.1,Oral contraceptives
06.1.2,Other medical products
06.1.2,Clinical thermometers
06.1.2,Adhesive bandages
06.1.2,Non-adhesive bandages
06.1.2,Hypodermic syringes
06.1.2,First-aid kits
06.1.2,Hot-water bottles
06.1.2,Ice bags
06.1.2,Elasticated stockings
06.1.2,Knee supports
06.1.2,Pregnancy tests
06.1.2,Condoms
06.1.3,Therapeutic appliances and equipment
06.1.3,Corrective eyeglasses
06.1.3,Contact lenses
06.1.3,Hearing aids
06.1.3,Glass eyes
06.1.3,Artificial limbs
06.1.3,Prosthetic devices
06.1.3,Orthopaedic braces
06.1.3,Orthopaedic supports
06.1.3,Orthopaedic footwear
06.1.3,Surgical belts
06.1.3,Trusses
06.1.3,Supports
06.1.3,Neck braces
06.1.3,Medical massage equipment
06.1.3,Health lamps
06.1.3,Powered wheelchairs
06.1.3,Unpowered wheelchairs
06.1.3,Invalid carriages
06.1.3,Special beds
06.1.3,Crutches
06.1.3,Electronic devices for monitoring blood pressure
06.1.3,Non-electronic devices for monitoring blood pressure
06.1.3,Repair of therapeutic appliances and equipment
06.1.3,Dentures but not fitting costs
06.2.1,Medical services
06.2.1,Consultations of physicians in general practice
06.2.1,Consultations of specialist physicians
06.2.1,Services of orthodontic specialists
06.2.2,Dental services
06.2.2,Services of dentists
06.2.2,Services of oral hygienists
06.2.2,Services of dental auxiliaries
06.2.2,Fitting costs of dentures
06.2.3,Paramedical services
06.2.3,Services of medical analysis laboratories
06.2.3,Services of x-ray centres
06.2.3,Services of freelance nurses
06.2.3,Services of freelance midwives
06.2.3,Services of freelance acupuncturists
06.2.3,Services of freelance chiropractors
06.2.3,Services of freelance optometrists
06.2.3,Services of freelance physiotherapists
06.2.3,Services of freelance speech therapists
06.2.3,Medically prescribed corrective-gymnastic therapy
06.2.3,Outpatient thermal bath treatments
06.2.3,Outpatient sea-water treatments
06.2.3,Ambulance services
06.2.3,Hire of therapeutic equipment
06.2.3,Services of practitioners of traditional medicine
06.3.0,Hospital services
06.3.0,Hospital services - Administration
06.3.0,Hospital services - Accommodation
06.3.0,Hospital services - Food and drink
06.3.0,Hospital services - Supervision and care by non-specialist staff (nursing auxiliaries)
06.3.0,Hospital services - First aid
06.3.0,Hospital services - Resuscitation
06.3.0,Hospital services - Ambulance transport
06.3.0,Hospital services - Provision of medicines
06.3.0,Hospital services - Provision of therapeutic appliances
06.3.0,Hospital services - Provision of equipment
06.3.0,Hospital services - Services of physicians in general practice
06.3.0,Hospital services - Services of physicians in specialist practice
06.3.0,Hospital services - Services of surgeons
06.3.0,Hospital services - Services of dentists
06.3.0,Hospital services - Medical analyses
06.3.0,Hospital services - X-rays
06.3.0,Hospital services - Services of nurses
06.3.0,Hospital services - Services of midwives
06.3.0,Hospital services - Services of chiropractors
06.3.0,Hospital services - Services of optometrists
06.3.0,Hospital services - Services of physiotherapists
06.3.0,Hospital services - Services of speech therapists
07.1.1,Motor cars
07.1.1,Motor cars with two-wheel drive
07.1.1,Motor cars with four-wheel drive
07.1.1,Passenger vans with two-wheel drive
07.1.1,Passenger vans with four-wheel drive
07.1.1,Station wagons with two-wheel drive
07.1.1,Station wagons with four-wheel drive
07.1.1,Estate cars with two-wheel drive
07.1.1,Estate cars with four-wheel drive
07.1.2,Motor cycles
07.1.2,Motor cycles of all types
07.1.2,Scooters
07.1.2,Powered bicycles
07.1.2,Sidecars
07.1.2,Snowmobiles
07.1.3,Bicycles
07.1.3,Bicycles of all types
07.1.3,Tricycles of all types
07.1.3,Rickshaws
07.1.4,Animal drawn vehicles
07.1.4,Animal drawn vehicles
07.1.4,Animals required to draw the vehicles
07.1.4,Yokes
07.1.4,Collars
07.1.4,Harnesses
07.1.4,Bridles
07.1.4,Reins
07.2.1,Spare parts and accessories for personal transport equipment
07.2.1,New tyres for personal transport equipment
07.2.1,Used tyres for personal transport equipment
07.2.1,Retreaded tyres for personal transport equipment
07.2.1,Inner tubes for personal transport equipment
07.2.1,Spark plugs for personal transport equipment
07.2.1,Batteries for personal transport equipment
07.2.1,Shock absorbers for personal transport equipment
07.2.1,Filters for personal transport equipment
07.2.1,Pumps for personal transport equipment
07.2.1,Fire extinguishers for transport equipment
07.2.1,Paints for the cleaning and maintenance of transport equipment
07.2.1,Chrome cleaners for the cleaning and maintenance of transport equipment
07.2.1,Sealing compounds for the cleaning and maintenance of transport equipment
07.2.1,Bodywork polishes for the cleaning and maintenance of transport equipment
07.2.1,Covers for motor cars
07.2.1,Covers for motorcycles
07.2.2,Fuels and lubricants for personal transport equipment
07.2.2,Petrol for personal transport equipment
07.2.2,Diesel for personal transport equipment
07.2.2,Liquid petroleum gas for personal transport equipment
07.2.2,Alcohol for personal transport equipment
07.2.2,Two-stroke mixtures for personal transport equipment
07.2.2,Lubricants for personal transport equipment
07.2.2,Brake fluids for personal transport equipment
